Load_NO,Load_SE,Load_FI,Load_DK,Load_IE,Load_UK,Load_NL,Load_BE,Load_LU,Load_DE,Load_PL,Load_LV,Load_EE,Load_LT,Load_CZ,Load_AT,Load_SK,Load_HU,Load_FR,Load_CH,Load_IT,Load_SI,Load_HR,Load_RO,Load_BG,Load_GR,Load_ES,Load_PT
10955,11353,7219,2835,2634,18836.5,10234.25,7659.25,444,42888,15701,563,697,1015,5694,5246.5,2264,3920.75,35874,6750,27069,1210,1464,5104.75,3180,4326,22717,4619
11115,11966,7825,3055,2619.5,20043.5,10499.5,7928.25,475,46432.5,16430,658,796,1218,6152,5871.75,2426,4238.5,37388,6489,28431,1306,1575,5464.75,3442,4668,23080,4536
12280,13416,8230,3550,2699,23305,11383.25,8810.25,534.75,53813.75,18515,774,906,1375,7149,7021,2762,4752.25,41187,5612,32312,1573,1819,5986.25,3711,4986,25401,4505
13346,14358,8418,3973,2962.5,26891,12593.25,9522,587.5,58618.5,20266,877,1005,1495,7629,7780,2934,4966.75,44612,6401,36201,1697,2049,6248,4008,5403,28347,4781
13566,14746,8551,4162,3452.5,28003.5,13281.75,10025.5,630.5,61187.75,21115,914,1063,1540,7806,8152.75,3053,4981.75,47221,7228,40524,1688,2174,6316.75,4091,5702,29617,5192
13666,14777,8611,4173,3836.5,27708,13258.25,10346.75,655.5,61534.5,21361,910,1048,1530,8010,8234.25,3117,5027,49079,7617,42347,1679,2236,6265.25,4022,5880,30433,6002
13640,14754,8661,4236,3919,26556,12892.75,10517.25,670.75,63214.5,20952,904,1054,1529,8087,8320,3076,4996.75,49733,7755,42620,1714,2241,6206.25,4003,5943,30959,6365
13549,14840,8657,4226,3888.5,25864,12532.5,10658,691,64257.75,21159,872,1055,1491,8233,8399.75,3104,4956.75,50785,7909,42498,1760,2332,6213.5,3952,6016,30982,6552
13150,14789,8561,4211,3873.5,25256,12158,10586.75,691.5,63718,21141,874,1055,1469,8326,7967.5,3118,5070.25,51911,8155,40577,1791,2332,6251.5,3991,6036,31308,6735
13054,14613,8508,4281,3881,24753.5,11709.75,10617,678.25,62520,21073,858,1029,1431,8224,7793.75,3081,5097,50730,7704,40000,1699,2290,6273.75,3998,5872,31368,6594
13223,14568,8493,4181,3838.5,24306,11351,10608.5,663.25,61501,20895,857,1004,1422,8090,7585,3019,4990,49863,7751,41220,1604,2240,6259.25,4008,5585,30833,6457
13316,14389,8413,4085,3796,24952,11317.5,10416.75,646.75,59973.25,21211,837,977,1384,8058,7654.25,2972,5005.75,48938,7620,42257,1566,2175,6268.75,4029,5461,30136,6535
13182,14385,8379,4127,3823.5,26866.5,11457.5,10176.75,636,58934.75,21279,815,961,1339,7843,7789,2977,5096.5,48084,7424,42484,1584,2152,6276,4013,5467,29835,6531
13143,14336,8351,4294,3891,28819.5,12384.75,10185.75,629,59403,21136,807,949,1357,7664,7944.25,2924,5142.75,47410,7249,41221,1612,2162,6255.25,4118,5629,29911,6497
12861,14323,8501,4150,4001,29754.5,12821.25,10215.75,639.75,58528.5,21106,803,933,1398,7545,7900,2931,5227.25,48464,7253,40199,1617,2184,6541.5,4304,5900,29785,6371
13134,14674,8618,3924,3995.5,30579,13258,9903.5,641.75,58605.5,22188,833,953,1436,7692,7863.25,3044,5479.25,49013,7373,41121,1737,2352,6883.5,4426,6238,29756,6319
13376,14444,8176,3833,3892,30160.5,13504,9655.5,608.75,57354,22084,781,906,1354,7441,7373.5,2962,5338.25,47970,7295,40156,1728,2374,6608.5,4201,5874,30911,6577
13199,13531,8040,3586,3960.5,27722.5,12867,9255.5,560.5,53385,20531,704,839,1212,6985,6713.25,2767,4988.5,45477,7056,37269,1587,2215,6046.5,3912,5384,30931,6723
12509,12606,7698,3390,3784,24995,12196,8956.5,518.25,49472.75,18929,625,752,1098,6580,6420.5,2585,4712.75,45007,6633,34178,1438,2059,5563.75,3722,5101,28148,6332
12341,12298,7261,3198,3420,22243.5,11634,8470.5,484.5,46247,17542,562,700,1038,6165,5915.5,2457,4557,44617,6485,31414,1370,1841,5231.25,3413,4702,25994,5888
11801,11835,7005,2979,3092.5,20370,10943.5,8077.75,457.5,44060.5,16458,535,686,976,5870,5691,2333,4293,41268,6223,29341,1303,1646,5073,3212,4457,24775,5429
11403,11506,6874,2894,2894.5,19652,10452,7777,439.75,42697.25,15979,510,674,946,5860,5431.5,2233,4083.5,39255,6059,27917,1272,1544,4970,3106,4360,23648,5049
11231,11308,6803,2845,2769.5,19087,10202,7652.25,431,42232.5,15779,507,668,940,5717,5366.75,2191,3946.5,38052,7223,27040,1240,1495,4942,3053,4220,22764,4788
11140,11274,6868,2851,2678.5,18701,10048.5,7482.25,428.75,42462.5,15825,519,664,943,5621,5236,2173,3904.25,36106,7596,26839,1238,1476,5006,3074,4233,22338,4658
11200,11057,7126,2891,2628,18601,10053.75,7617.75,437.75,43513.25,15969,557,701,1002,5741,5344.25,2201,3993.75,35541,7589,27001,1249,1493,5139,3183,4388,22148,4555
11661,11389,7782,3053,2621,19589,10315.75,7933.5,461.25,47311.5,16818,658,800,1205,6170,5920.5,2189,4293.5,37107,7422,28371,1301,1596,5572.75,3505,4706,22512,4446
12517,12690,8088,3536,2692,23327.5,11087.5,8756.25,525,54692.25,18829,756,892,1377,7209,7099.5,2255,4866.5,41275,6783,32572,1596,1859,6168.5,3854,5075,24801,4442
13530,13949,8308,3984,2951.5,27242.5,12245.5,9422.5,587.75,59053,20722,853,983,1510,7682,7769.75,2378,5137,45120,6456,36332,1722,2087,6572,4103,5522,27662,4719
13663,14063,8445,4136,3458,28280.5,12753,9846.5,625.5,61996.75,21634,890,1035,1546,7934,8157,2533,5137,47006,7103,40064,1745,2238,6682,4088,5868,28684,5147
13584,14245,8479,4202,3825.5,28288,12589,10228.25,641.25,62510,21671,884,1047,1522,8108,8335,2677,5052,48463,7553,41448,1762,2297,6719,3992,5992,29600,5975
13576,14261,8471,4321,3891.5,27572.5,12011,10252.75,653,63458,21213,881,1009,1475,8051,8484.75,2737,4943.25,49272,7686,41382,1804,2277,6659,4028,6112,30380,6288
13344,14069,8488,4401,3878.5,26837,11331.75,10247.5,661.5,65239.5,21400,867,992,1430,8143,8673.75,2811,4857.75,50384,7814,41448,1867,2319,6596,4053,6287,30561,6324
13403,14045,8385,4348,3842,26892.5,10687,9891.75,658.75,65176,21616,878,1002,1483,8182,8496.75,2786,4952.75,51237,8027,39037,1866,2371,6720,4135,6302,30919,6527
13356,13695,8339,4318,3865,26191.5,10429,10004,648,64185,21553,859,926,1467,8061,8447.5,2711,5041.25,50166,7587,39101,1837,2325,6719.75,4152,6112,31200,6489
13700,13786,8296,4254,3848.5,26022,10398.5,10120.75,635.25,62730.75,21224,828,949,1420,7872,8151,2618,5229.25,49581,7657,39655,1716,2247,6631.25,4182,5845,30991,6455
13558,13758,8272,4178,3791.5,26376,11008,9821.75,620.5,61672,21170,820,956,1355,7799,7972.25,2555,5340.75,48392,7585,40483,1670,2208,6660.25,4197,5747,30387,6557
13531,13857,8280,4121,3827.5,28229.5,11728,9763.5,611.25,61047.25,21073,800,958,1347,7651,7842.5,2541,5390.25,46928,7448,41080,1667,2190,6661.5,4170,5822,30310,6466
13359,14143,8185,4372,3886,29893.5,12607.5,9812.75,607.25,60195.75,20807,792,929,1351,7539,7894.75,2521,5326.75,46336,7406,40655,1648,2190,6681.5,4243,6063,30273,6419
13094,14076,8287,4288,3989,30688.5,12865.75,9915,616.25,59353.5,20943,789,909,1382,7364,7818.5,2556,5312,47486,7376,40198,1656,2225,6832.5,4351,6299,29895,6338
13234,14210,8459,4029,3977.5,31380,13194.5,9711,615.75,59535.5,22042,819,936,1426,7545,7777.25,2672,5462.5,48224,7501,41356,1736,2371,7194,4418,6602,29938,6332
13204,13784,8146,3824,3893,30498,13319.25,9638.5,600.75,58867.5,21963,770,889,1349,7334,7290.25,2653,5295.5,47314,7365,40324,1674,2358,6885.75,4162,6048,31194,6558
12974,12979,8107,3652,3957,27913.5,12761,9188,553.75,55073.75,20340,691,816,1213,6885,6683,2490,4950.25,44948,7051,37442,1567,2181,6286,3899,5537,31097,6794
12346,12357,7810,3450,3785,24843.5,12194.5,8967.25,514.5,51284.5,18599,632,740,1081,6490,6400.25,2356,4688.75,44276,6593,34565,1401,2019,5753,3700,5265,28281,6329
11807,11919,7464,3228,3424,22023.5,11592.5,8576.75,482.25,47781.25,17249,562,704,1014,6093,5918.25,2213,4530.75,43949,6425,31665,1305,1807,5450.5,3374,4868,25965,5960
11542,11367,7196,3110,3094.5,20373.5,10983.25,7987,453,45496,16292,532,685,969,5807,5647.25,2139,4289.25,40737,6269,29418,1228,1624,5228,3166,4615,24863,5444
11300,10983,7092,3019,2878,19604.5,10523.25,7834.5,437.5,44600.5,15692,518,674,941,5778,5366.75,2042,4098.75,38709,5741,28063,1210,1527,5105.75,3070,4467,23894,5080
11369,10907,7046,2909,2759,18813.5,10295.75,7794,430.75,43648.25,15490,511,670,936,5656,5312.5,2015,3933.25,37649,6000,27170,1159,1472,4932,2993,4381,23130,4814
11403,10833,7116,2883,2672,18329.5,10120.25,7410,427.75,43917.5,15424,516,673,947,5558,5206,2004,3869.25,35920,6320,26888,1183,1458,4993.5,3003,4324,22659,4656
11400,10975,7365,2896,2622,18237,10075.25,7368.75,435.75,44902.25,15656,556,702,1004,5648,5307.5,2080,3961,35306,6622,27038,1212,1485,5108.5,3077,4395,22554,4563
11646,11485,7940,3072,2627.5,19383.5,10380.75,7745.75,459.25,48113.25,16359,648,799,1199,6119,5868.25,2238,4242.5,36916,6457,28181,1287,1585,5599.5,3370,4698,22971,4430
12664,12857,8259,3555,2711.5,22824,11133.25,8714.5,527.75,54970.25,18321,749,895,1370,7088,6989,2544,4786.5,41142,7046,32219,1551,1845,6177.75,3554,5036,25213,4445
13427,14065,8491,3937,2942.5,26217,12206.75,9363.5,589.75,59640.75,20161,827,957,1511,7530,7748.25,2742,5067.25,44648,6480,36227,1731,2061,6564,3724,5516,27974,4753
13526,14452,8585,4126,3410.5,27093,12230.25,9656.25,620.25,62253,21146,853,963,1535,7726,8095,2849,5089.75,46585,7046,40386,1774,2220,6639.25,3702,5929,28939,5181
13528,14512,8592,4194,3791.5,25892,11531.5,10029,634.75,63115,21221,845,952,1538,7863,8269.25,2886,5094.25,48079,7374,41998,1795,2294,6673,3525,6166,29874,5942
13716,14558,8663,4318,3874.5,24110.5,10980,10092.5,648.25,64399,21047,828,948,1493,7939,8407.25,2877,5104,48576,7379,42390,1793,2299,6605,3437,6334,30386,6229
13697,14345,8665,4354,3843,23590,10762.25,10148.75,659.75,65546.25,21245,804,915,1459,7978,8439.25,2906,5125,49041,7476,42096,1834,2337,6587.75,3376,6380,30566,6214
13503,14460,8533,4363,3820,23612,10297,9928.5,656.5,65158.25,21173,810,947,1443,7989,8122,2912,5149.5,50152,7687,40304,1850,2321,6662,3483,6469,30957,6275
13294,13915,8429,4299,3803.5,22880,9840.75,9766.25,642.75,63598.75,20965,808,906,1456,7862,7971.75,2884,5070,48871,7509,39982,1822,2253,6617,3529,6284,31178,6272
13060,13529,8391,4171,3782.5,22411,9926,9531.75,623.75,61756.25,20574,802,902,1416,7645,7809.5,2806,5011.5,47349,7378,40338,1676,2198,6568,3646,6014,30536,6210
12894,13365,8325,4009,3720,22373,10378.5,9520,610,61080.5,20684,805,909,1367,7681,7748,2755,5028.25,46202,7400,41450,1610,2141,6561.5,3761,5890,29737,6320
12772,13155,8352,4018,3709.5,24389,10765,9252.5,599.75,60082,20666,789,926,1351,7554,7725.25,2755,5114,44681,7770,41912,1620,2113,6527.75,3841,5954,29363,6333
12957,13524,8324,4087,3731.5,26079,11805.75,9353.25,597.25,59979.75,20495,782,926,1354,7359,7742.5,2723,5133,44291,7602,40869,1591,2135,6487.75,4002,6119,29486,6305
12963,13585,8379,4001,3827,28322.5,12589.75,9541,601.75,60072,20673,780,917,1377,7142,7689.75,2735,5166.5,45265,7449,39705,1629,2168,6633.25,4196,6303,29434,6246
13053,13473,8493,3776,3823,29327.5,12916.25,9376.5,600,59618.75,21678,801,923,1406,7319,7604,2848,5342.25,45984,7292,40887,1677,2309,6923.5,4195,6530,29204,6238
13133,12854,8143,3611,3734,28535.5,12902.25,9326,594,57871.25,21408,754,878,1324,7097,7016.25,2760,5177.5,45833,7147,39809,1605,2282,6614.25,3939,6104,30102,6491
12875,12291,8134,3401,3791.5,26544,12388.25,8887.5,552.25,53779.75,19897,686,811,1213,6587,6479.5,2581,4845.5,43524,6999,36695,1439,2117,6016.5,3704,5630,30138,6715
12609,11764,7865,3208,3635,23987.5,11806,8552,512.25,50250.75,18277,623,752,1105,6131,6218.5,2420,4602.25,43287,6827,33870,1335,2008,5520.5,3363,5424,27566,6311
12191,11301,7451,3052,3344.5,21600.5,11266.75,8222.5,482.25,46943,17048,567,705,1039,5789,5827,2319,4456.5,42943,6729,31321,1264,1826,5224,3297,5023,25560,5862
11875,11171,7169,2942,3096,19920,10658,7713.5,458,44352.25,16030,532,678,980,5430,5503.5,2208,4215.5,39588,6439,29147,1168,1646,5058.25,3095,4760,24526,5390
11556,10875,7004,2797,2911,19000,10218.25,7411.5,435.25,42553.75,15277,512,669,961,5305,5166.25,2094,4006.25,37578,7060,27540,1118,1528,4913.5,2984,4597,23463,4994
11483,10778,6925,2758,2779.5,18385.5,9906.5,7154,427,41305,15011,502,653,943,5242,5059.75,2021,3834.75,36266,7654,26662,1079,1462,4866.5,2934,4450,22472,4720
11299,10634,6950,2664,2687.5,17668.5,9683,7117,422.25,40823.5,14792,505,647,938,5161,4940.75,2022,3764.25,34113,7531,26215,1041,1438,4858.25,2927,4383,21907,4547
11251,10547,7038,2695,2625,17477.5,9548.75,6959.75,420,40757.75,14926,524,657,959,5194,4954,2047,3786.75,32997,7461,25952,1067,1437,4922.5,2976,4290,21498,4401
11484,10916,7196,2726,2612,18094,9609,7023,427.75,41320.5,15158,551,679,1027,5248,5170.75,2072,3834.25,33362,7308,26125,1091,1484,4977.75,3095,4471,21180,4283
11707,11142,7183,2805,2642,19725.5,10077.5,7316.75,449.25,43490.25,15528,596,710,1105,5496,5593,2135,3993,34797,7300,27689,1211,1619,5230,3253,4558,21643,4262
11907,11565,7394,3049,2770.5,21737,10283,7638.25,460.75,46287.25,16807,672,775,1221,5791,5946.25,2255,4243.5,35982,7397,29081,1291,1766,5633,3460,4899,22458,4327
12288,11891,7568,3342,2934,22834.5,10133.25,8184.75,484.5,49636.75,17999,719,832,1310,6234,6372.5,2464,4478.25,37743,7158,31902,1415,1941,5893,3552,5238,22829,4467
12636,12595,7653,3479,3254,22299.5,9690.5,8662,510,52240.75,18797,719,827,1342,6584,6733.75,2610,4649.25,40067,7123,33621,1466,2057,6065.75,3472,5420,24204,4832
12957,12437,7669,3579,3496.5,20860,9157.5,8820.5,531.75,53655.75,19104,712,825,1304,6859,7016.25,2676,4755.25,41199,7223,33522,1518,2123,6078.75,3406,5587,25187,5072
12853,12320,7675,3662,3551.5,19747.5,8838,8859.75,545.5,54735.25,19322,708,828,1273,7020,7136.75,2755,4788.5,42401,7626,32736,1554,2191,6065,3373,5789,25605,5188
12749,12444,7612,3712,3558.5,19398,8287.75,8876.5,550.5,53993.75,19274,714,799,1250,6870,6882.5,2709,4700,44634,7761,31004,1580,2188,6022.5,3411,5879,25862,5282
12789,12097,7628,3924,3547,18867.5,7776.25,8794,535,52491,19083,705,834,1215,6762,6697.5,2633,4519,43231,7803,29820,1507,2129,5858.5,3478,5729,26134,5399
12700,11841,7644,3797,3517,18520.5,7791.5,8581.5,521,51038.5,18343,714,817,1231,6600,6615.5,2550,4506.25,41263,7971,28370,1428,2046,5754,3465,5553,25758,5272
12550,11934,7733,3706,3419,19308,7898.25,8519.25,510.5,50350.25,18313,707,819,1191,6508,6541,2509,4580.25,39895,8262,28257,1370,1991,5776.5,3447,5504,24916,5191
12826,12171,7864,3712,3363,21583,8701.5,8350.75,506.75,50342,17954,709,851,1192,6388,6490.5,2521,4670,38662,8263,28765,1309,1954,5819.25,3486,5542,24534,5134
12957,12692,8003,3764,3378.5,25134,10332.5,8216,512,50783,17977,711,858,1197,6214,6461.25,2498,4669.5,38747,8007,29639,1260,1946,5862,3760,5572,24637,5143
12923,13093,8037,3669,3510,27185,11495.5,8385.75,527.25,51831,18307,717,850,1252,6223,6484,2551,4753.5,39990,7714,30351,1297,1983,6095.25,3903,5779,24927,5170
12913,13241,8137,3484,3583,28171.5,12034.75,8360.25,532,52717.5,19269,744,870,1300,6412,6547.75,2647,4913.5,41371,7383,32369,1403,2096,6346.5,3821,5870,25046,5328
12675,12696,7803,3392,3536.5,27143.5,12139,8413.25,533.25,51299,18984,705,831,1234,6270,6267.5,2580,4749,42002,7066,31957,1390,2091,6040.5,3560,5534,26383,5679
12437,12475,7824,3200,3592,25158,11660.75,8180.25,501.5,48122.25,17665,646,781,1141,5939,5902.25,2425,4464,40348,6778,29975,1288,1964,5564.25,3307,5244,26886,5930
12250,12038,7621,3045,3419.5,22753,11225,7924.25,480.75,45583.5,16474,586,722,1047,5641,5772.75,2311,4192.75,40404,6936,27995,1181,1877,5144.25,3332,5028,24902,5593
11890,11617,7214,2952,3184,20690,10806,7582.5,452.5,42832,15265,533,676,985,5342,5418,2187,3979.75,40957,7013,26264,1102,1697,4896.25,3085,4694,23305,5235
11947,11111,6984,2897,2965,19083,10326.75,7158.75,426.75,40340.25,14209,510,657,950,5022,5104.25,2076,3725.75,38211,6842,24350,1020,1527,4707,2967,4456,22171,4851
11735,11272,6794,2826,2819,18171.5,9827,6916.5,412.25,38712.75,13549,494,652,922,4914,4794.25,1989,3579.25,36317,6891,22867,971,1418,4594.5,2845,4239,21003,4537
11766,10850,6753,2747,2704,17578.5,9590,6740.5,400.5,37784.5,13357,487,644,911,4893,4711,1965,3495,35070,7315,21936,957,1357,4538.75,2953,4101,20162,4319
11630,10762,6758,2667,2608.5,17034.5,9414.75,6639.5,396.25,37695.25,13293,487,642,908,4856,4586.25,1946,3437,33092,6989,21518,960,1332,4533.25,2934,4052,19752,4153
11609,10812,6773,2646,2541.5,16863.5,9351,6667.25,394.25,37721,13332,507,658,921,4882,4549,1955,3445,32083,7259,21284,958,1333,4531.5,2972,4055,19392,4049
11346,10862,6921,2651,2516,17103.5,9377,6696.75,396,38051.75,13336,520,675,968,4907,4705.25,1961,3491.25,32084,7235,21538,974,1382,4525.25,2995,4131,19281,3927
11456,10577,6879,2780,2537.5,18225,9404,6895,408.75,38852.25,13305,551,686,1027,5083,5021.25,2034,3603,32918,7118,22156,1039,1454,4595.5,3143,4109,19593,3915
11715,11354,7028,2894,2604,19535.5,9685.25,7039.75,415.75,40622.75,13981,616,740,1146,5432,5328,2197,3751.5,33346,7097,22377,1077,1566,4909.25,3469,4360,19941,3988
12069,12167,7262,3207,2709,21209,9923,7307.5,433.5,43909.5,15130,672,799,1249,5942,5681.75,2431,3845,34681,6921,24251,1162,1718,5049.25,3712,4764,19984,4028
12191,12735,7470,3401,2929.5,21751.5,10049.5,7641.75,460.5,46618,16139,691,782,1282,6415,5885.25,2648,3853.25,37302,6972,25842,1189,1828,5038.25,3788,5122,21209,4256
12302,12942,7580,3531,3180,21347,10304.25,8038.25,485.75,49090.75,16688,684,790,1280,6743,6106.5,2737,3922.5,38840,7225,25972,1178,1901,5051.75,3781,5380,22276,4566
12497,12768,7598,3569,3339.5,21280,10462,8422.75,503.25,51619.25,16933,664,807,1256,6884,6342,2802,4048.75,40303,7078,25988,1168,1932,5020,3732,5547,22911,4818
12604,12853,7536,3626,3405.5,22171.5,10533.25,8697,515.5,51808.5,16944,666,811,1230,6693,6141.75,2687,4002,42808,7283,25791,1139,1885,4983.75,3709,5493,23435,5054
12466,12648,7520,3646,3452.5,22063.5,10638.5,8391,493.5,50553.75,16632,659,783,1172,6569,5995.25,2571,3830,41228,7472,24584,1123,1789,4933.5,3639,5193,24244,5209
12462,12226,7518,3685,3474.5,21951,10738.75,7985.5,477.5,48885,16513,656,761,1136,6448,5792.25,2482,3823,38878,7373,24047,1153,1718,4903.5,3624,4913,24178,5027
12488,12187,7604,3708,3397.5,22603,10925.75,7927.75,465.5,48553.25,16165,658,779,1149,6411,5737.25,2410,3856,37472,7270,24212,1159,1680,4986,3684,4881,23214,4878
12396,12510,7654,3711,3358,24677.5,11254.25,7868.5,460.75,48475,16093,671,800,1175,6350,5714,2417,4094.25,36600,7233,25215,1142,1678,5134,3728,4899,22811,4800
12438,13073,7679,3936,3415.5,26989,11986.25,8168,474,48664.25,16515,686,822,1217,6323,5865.25,2431,4272.5,37010,7179,26117,1171,1698,5290,3832,4953,23000,4815
12593,13185,7796,3845,3556,27951,12210.25,8600.5,496,49431.75,17098,710,856,1287,6540,6097.75,2528,4545.5,39027,6713,27133,1271,1776,5613.75,4058,5212,23317,4866
12889,13481,7933,3649,3633.5,28232,12323,8700,508.25,50308.5,18321,761,883,1352,6834,6246,2661,4903.25,41516,6577,29749,1401,2002,5912.25,4158,5562,23792,5132
12984,13069,7620,3553,3623,27215.5,12240.75,8868.75,509.25,49353.75,18153,715,839,1269,6682,6041.25,2619,4812.75,42246,6572,30113,1402,2055,5695.25,3911,5385,25783,5459
12794,12825,7779,3383,3687,25480,11794.25,8679.5,482,46916,17112,647,778,1151,6358,5619.75,2430,4492,40710,6279,28505,1301,1940,5263.25,3693,5098,26491,5840
12763,12216,7569,3227,3467.5,23109.5,11297,8151.75,464.5,45465.75,16116,586,715,1047,6183,5640.5,2317,4170.75,40507,6089,26660,1194,1851,4885,3538,4742,25189,5571
12416,11863,7207,3025,3167.5,21001.5,10702,7744.75,438.75,43007.25,15046,530,671,967,5894,5323,2196,3922.25,40735,6405,24605,1119,1658,4615.75,3288,4476,23620,5290
12045,11481,7037,2934,2894,19485.5,10184.75,7375.25,415,41280,14239,500,647,932,5656,5178,2104,3661.5,38134,6243,22884,1054,1460,4450.25,3120,4228,22353,4923
11756,11449,6886,2826,2714,18836,9742.25,7233,403.5,40288.25,13921,491,636,919,5699,4963.5,2010,3552.5,36411,6356,21796,1019,1360,4405.25,2917,4054,21399,4659
11598,11210,6841,2790,2612,18277,9541.5,7033.25,397.75,39841.5,13684,477,630,914,5561,4887.25,1989,3462.5,35290,6968,21284,1001,1322,4351.75,2913,4014,20676,4439
11572,11206,6898,2763,2538,17823.5,9486,6961,399.75,40122.5,13690,487,636,925,5496,4860,1997,3454.75,33572,6720,21276,994,1308,4424.25,2926,3998,20439,4303
11714,11497,7150,2840,2508.5,17470.5,9536.75,7136.75,408.5,41518.75,14164,527,668,985,5628,5049,2066,3605.5,33305,6769,21684,1040,1332,4640.75,3092,4148,20418,4250
12009,12147,7861,3027,2513.5,17723,9902,7585.75,444,45196.75,15259,628,783,1193,6138,5767.5,2282,3993,35771,6844,23572,1150,1461,5169.75,3490,4431,21018,4112
12816,13253,8176,3511,2589,19365.5,10748.5,8540.25,523.75,53272.25,18020,742,890,1335,7271,6978,2731,4726.75,40679,6736,28272,1444,1779,5866.75,3808,4883,23774,4209
13897,14201,8354,3955,2861.5,21145,12057.25,9451,583.75,58353.25,20290,839,982,1464,7801,7662.5,2976,5086.25,44726,6665,32584,1618,1998,6293.5,4000,5335,26986,4605
14131,14731,8540,4131,3373.5,22976.5,12323.75,9953.25,623,61204.75,21569,888,1029,1495,8086,8007.5,3115,5130.25,46423,7002,35855,1672,2139,6458.25,4047,5808,28195,5110
14010,15157,8532,4231,3762,24005,11626,10189.25,639.5,61804.5,21998,883,996,1479,8215,8123.25,3177,5152.25,47559,7297,36412,1582,2215,6454.25,3927,6077,28992,5911
13839,15022,8523,4301,3878.5,23481,10702.75,10231.5,646,62743.75,22025,865,997,1466,8170,8256.25,3121,5050.75,48180,7213,36368,1480,2189,6374.5,3882,6248,29540,6246
13748,14862,8487,4253,3882.5,22315.5,10146.75,10275.5,653.25,63786.5,22006,843,981,1468,8154,8251.25,3159,4999.25,48896,7316,36303,1444,2196,6348,3804,6354,29763,6362
13599,14896,8400,4210,3843,22587,9734,10141,656.5,63769,21899,859,1013,1488,8194,7999.25,3180,4897,50015,7440,34333,1443,2174,6390.25,3823,6317,30311,6524
13305,14898,8318,4266,3855,22959,9551.25,9976.25,645,63245.25,21650,843,977,1414,8105,7854.25,3117,4748.25,48991,7451,34627,1419,2118,6335.5,3798,6081,30683,6506
13438,14940,8281,4136,3874,23809.5,9569,9677.5,635.5,62381.75,21182,824,976,1364,7961,7733,3032,4759.25,48103,7586,35535,1415,2039,6268.25,3776,5748,30252,6550
