Load_NO,Load_SE,Load_FI,Load_DK,Load_IE,Load_UK,Load_NL,Load_BE,Load_LU,Load_DE,Load_PL,Load_LV,Load_EE,Load_LT,Load_CZ,Load_AT,Load_SK,Load_HU,Load_FR,Load_CH,Load_IT,Load_SI,Load_HR,Load_RO,Load_BG,Load_GR,Load_ES,Load_PT
13314,13413,8667,3391,3566,26110.5,12114,8323.5,474,46912.5,17823,682,877,1196,5685,5607,2625,4654.75,38669,5427,28315,1269,1933,5840.25,3412,4638,24775,5640
13192,13109,8648,3296,3540,24095,11687.5,8267,460.75,45059.25,16639,619,831,1110,5454,5461.5,2483,4371.5,39962,5993,26254,1190,1863,5370,3236,4354,24587,5639
13063,12913,8346,3280,3423,22065,11166.5,8144.25,431.5,41913,15437,560,798,1041,5103,5061.75,2329,4143.25,40413,6471,24121,1091,1680.75,4971.75,2994,4066,22885,5289
12900,12809,8116,3207,3179,20508,10604.75,7618.5,404.25,39024.5,14334,530,771,981,4746,4783.25,2230,3841.5,37946,6605,22484,1010,1465.5,4781.5,2781,3781,21299,4923
12845,12565,7974,3143,3036,19868,10152.5,7331.25,379.5,37038.75,13651,520,755,954,4659,4496.25,2110,3652.25,35942,6082,21073,970,1347,4638.75,2612,3630,19944,4590
12790,12518,7881,2961,2915,19269,9836.5,6974,368.5,35776,13267,512,755,944,4643,4422.75,2083,3523.75,34797,6549,20125,930,1281.75,4562.25,2569,3593,18972,4300
12718,12493,7859,2928,2801,18573,9669.75,6831.25,368.75,35406.75,13133,513,750,950,4651,4302.75,2066,3450.5,33202,6547,19726,930,1249.75,4570.5,2575,3539,18343,4076
12701,12528,7838,2937,2735,18129.5,9582.25,6887.25,369.75,35492,12911,503,722,954,4728,4303.5,2094,3454.5,32118,6277,19578,930,1246.75,4544.5,2621,3596,18116,4042
12619,12248,7873,2959,2699.5,18018.5,9583.25,6935.25,375.5,35863.75,12658,531,754,992,4623,4362.75,2051,3401.25,31034,6301,19828,950,1259.25,4473.75,2675,3602,18014,4007
12730,12278,7765,3004,2693.5,18571.5,9480,6905.75,371.5,36561.75,13114,556,752,1034,4758,4451.75,2160,3502,31043,6544,19582,981,1317.5,4596.75,2819,3786,18281,4005
12711,12425,7779,3129,2702.5,19924.5,9575.75,7303.75,386.5,38804.25,13906,588,712,1098,5117,4613.75,2288,3629.5,31852,6528,21152,1000,1448,4745.25,2864,4077,18217,3866
12982,12600,7811,3253,2851.5,21731,10022,7654.25,410.5,42534.75,14923,610,686,1145,5580,4760.25,2480,3773,34033,5872,23015,1043,1572.25,4778,2789,4421,18780,3929
13164,12630,7849,3402,3115.5,22789.5,10452.5,7998.25,434.25,45421,15550,618,676,1118,5936,4898.25,2637,3899.5,36543,5785,24132,1019,1671.5,4730.5,2641,4722,20110,4225
13193,12154,7950,3514,3366,22830.5,10967,8433,454,47077,15708,603,703,1079,6231,5045,2677,3859.25,38611,6167,24686,983,1732.75,4662.25,2526,4952,21241,4510
13091,12011,7918,3575,3524.5,22578,11416.25,8751.5,476.5,47609.5,16044,584,705,1038,6346,5176.5,2714,3753.75,40273,6487,24487,990,1759.75,4623,2508,5040,21602,4729
13204,11814,7852,3651,3566,22156,11296,8743.5,485.5,47038,16174,576,680,989,6143,5065,2579,3729,42234,5626,24426,975,1721,4616.5,2444,4931,21681,4852
13002,11663,7832,3547,3759,20684,11212,8460.75,468.5,45426,16146,600,662,948,6019,4919.5,2488,3520.25,40681,5691,23172,932,1635,4556.75,2627,4614,21898,4876
13176,11749,7817,3457,3620,19654,11201,8207.75,452.5,44681.75,15933,589,656,929,5897,4883.75,2413,3516.5,38465,6132,22370,932,1532,4604,2650,4298,21732,4562
13105,11632,7831,3333,3511,19477.5,11212.75,8172.25,444,44651.5,15743,592,670,921,5868,4900.5,2324,3584.75,37222,5982,22419,1011,1499.5,4740.5,2774,4180,20711,4355
13183,11915,7829,3365,3483.5,20922.5,11326,8098.5,439.5,45261,15753,622,729,956,5792,5048.5,2356,3768,36169,6332,23083,1093,1513.5,4945.25,2985,4192,20218,4283
13232,12303,7946,3528,3602,23031.5,11922,8109,451.5,46310.25,16140,671,821,1051,5683,5286.25,2387,3955.5,36059,6409,23266,1136,1545.25,5167.75,3398,4183,20481,4383
13101,12802,8045,3549,3754,24671,12102,8374.75,468,47458.5,16445,695,876,1152,5752,5525.75,2470,4230.25,36835,7079,24677,1204,1608,5432.75,3548,4337,20849,4488
13305,13249,8032,3498,3853.5,25595,11980.5,8519.5,475,48255.75,16754,705,871,1221,5918,5715,2556,4519.75,37968,6949,25926,1310,1712,5733.5,3758,4698,21727,4770
13528,13633,7837,3329,3805,25524.5,12021.75,8395.5,463.5,47732.75,17270,713,866,1256,6018,5779.25,2660,4777.75,38064,6646,27439,1345,1899.25,5908.25,3741,4941,22711,5053
13417,13508,8235,3462,3707.5,25139.5,12144.25,8511,459,47586.25,17192,693,860,1203,5860,5573.5,2567,4634.25,38349,6164,26955,1305,1886.5,5526.25,3683,4595,24315,5356
13298,12993,8178,3227,3673.5,23371,11843.75,8295.5,448,46248.75,16335,616,801,1083,5630,5550.25,2441,4337,39594,6531,25201,1210,1818.25,5097.75,3485,4278,24664,5525
12988,12520,7889,3097,3445,20789,11236,8047.75,418.75,43173,15277,551,756,1001,5325,5184.25,2304,4062.5,40093,6009,22850,1115,1619,4754,3204,3864,22922,5236
12618,12350,7713,3071,3148,19065.5,10613,7705.75,392.5,41103.75,14270,526,732,967,4970,4953,2209,3764.75,37540,6126,21081,1042,1406,4621.25,2976,3575,21373,4853
12560,12290,7650,3011,2978,18505.5,10150,7264,368.25,39137,13918,512,723,950,4853,4769.75,2102,3588.75,35872,7023,20022,1017,1298.5,4515.75,2852,3453,20197,4561
12467,12257,7609,2940,2841,17653.5,9963.75,7178.5,361.25,38438.25,13814,507,721,951,4836,4707.5,2057,3478.75,34329,6984,19521,976,1252.25,4481.75,2800,3391,19367,4349
12377,12639,7584,2904,2760.5,16944.5,9863.5,7079.25,362.25,38424.5,14027,516,724,969,4864,4664.5,2057,3484.75,32141,6964,19405,978,1241,4580,2801,3415,18980,4194
12521,12854,7797,2866,2706.5,16549.5,9939.25,7214,370,39848.5,14319,533,719,1026,4962,4818.75,2069,3612.25,31086,6958,19770,994,1266.25,4736.25,2851,3563,18910,4061
12740,13134,8428,3169,2698.5,16467,10265,7550.5,402.5,43465.75,14904,633,831,1217,4873,5536,2063,3856.5,31405,6699,21563,1124,1370.25,5166.5,2964,3835,19420,4094
13626,14409,8778,3595,2778,17846,11076.25,8315,454.75,51625.25,17942,743,964,1357,4987,6630.5,2145,4499.75,31805,6091,25523,1403,1666.75,5983.25,3152,4354,21370,4232
14512,15457,8938,4013,2984.5,19625.5,12259.25,9179.25,510.75,57097,20156,819,1004,1446,5289,7373,2271,4709.75,32714,6675,30877,1619,1920.75,6509.75,3415,4800,23996,4474
14788,14942,8923,4041,3507.5,21558,13245.75,9695.25,550.75,60266.75,20941,839,974,1451,5645,7678.5,2403,4547.75,34847,7178,34941,1653,2026.25,6750.5,3526,5167,25632,5077
14621,14616,8839,4209,3938,23078,13521.5,9964.25,573.75,61487.5,20590,804,917,1412,5924,7697.25,2508,4284.75,37501,7133,36115,1639,2062,6772,3501,5286,26150,5848
14387,14180,8781,4182,4057.5,24275,13407.5,10015.5,582.5,62160,19890,782,878,1362,6103,7644.75,2554,4067.25,39549,7051,36792,1673,2021.25,6723.75,3493,5390,26249,6037
14214,13865,8645,4134,4044.5,24980.5,13364.25,10065,590.5,62608.25,20088,743,849,1330,6188,7488.25,2606,3961.25,41293,7501,36558,1660,2029.25,6727,3465,5549,26283,6021
13783,13622,8548,4132,4038,25633,13255.25,9795,584.5,62008.25,20335,755,842,1320,6046,7085,2544,3907,43738,7544,34554,1676,2011.5,6738.25,3444,5538,26510,6071
13819,13332,8441,4098,4038.5,25514,13285,9794.75,575.25,61014.5,19870,751,813,1287,5895,6894.25,2500,3909.25,41954,7362,34144,1617,1947.5,6604,3401,5364,26899,5908
13881,13062,8335,4061,4004,25267,13149.75,9740.5,562.5,59582.5,19792,744,797,1243,5777,6672.75,2427,3907.25,39748,6608,35019,1543,1911,6512.5,3473,5132,26768,5847
13936,13063,8308,3956,3960,26034.5,13080.75,9550,545.5,58887.5,20111,740,778,1203,5755,6671.25,2373,4059,38221,6974,34588,1499,1860,6447,3599,4977,26367,5985
13962,13178,8292,3957,3973,27109,13180.25,9436.75,529.5,57844,20255,750,823,1195,5666,6650,2398,4270.75,37602,6547,34379,1459,1852,6524,3817,4886,26125,6013
13728,13752,8267,4018,4054.5,28881.5,13613.75,9488.75,532.25,58242.25,20249,749,888,1238,5539,6823,2416,4491.75,38037,6581,33219,1488,1887.5,6587.75,4041,4901,26115,6005
13608,13866,8294,3932,4154.5,29134,13431.25,9525.75,537,57817.25,20390,753,931,1301,5686,7002,2521,4831.25,39538,6599,33420,1535,1919.5,6700.5,4228,4991,26330,5914
13564,14069,8282,3769,4145,28183,13160.75,9447,527,57593.75,20663,752,911,1337,5897,7089.75,2606,5155.75,41098,6145,34444,1634,2012.75,6862.5,4272,5373,26906,6017
13519,13885,8080,3599,4021,27344.5,13187,9186.75,500.75,56133,21148,749,888,1350,6063,6987.5,2703,5364,40221,6071,34939,1640,2161.25,6832.75,4122,5350,27694,6337
13481,13796,8318,3537,3910,26384.5,13220.5,8978.5,488.25,55288.25,20557,725,895,1273,6017,6567,2630,5155.25,40044,6097,33267,1541,2095,6276.75,3849,4858,28857,6504
13419,13401,8245,3579,3851.5,23930.5,12634,8974.75,466,52224.25,18954,653,823,1136,5885,6284.5,2475,4846.75,40575,6199,30086,1419,1968.75,5675.5,3550,4495,27489,6386
13019,12676,7930,3387,3666,21230,11853,8535.25,431.25,47918.25,17474,588,769,1058,5585,5725.75,2345,4642.75,40504,5748,27335,1302,1747.75,5258.25,3213,4066,24827,6025
12494,12188,7684,3227,3319,19735,11147.5,8055,405,44451.25,16435,552,741,1019,5350,5441.25,2237,4331,37788,6729,25074,1186,1542.5,5046.5,2977,3789,23406,5504
12234,11905,7729,3193,3087.5,19464,10676.75,7784.25,382.25,43662,15977,541,733,999,5453,5130.25,2147,4114,36005,6363,23751,1133,1416.5,4963.75,2880,3555,22285,5077
11976,11629,7682,3115,2963.5,18968.5,10454.25,7477.75,372.25,42713,15578,545,735,1001,5338,5053.25,2138,3939.25,34580,6214,22904,1124,1364.25,4911.75,2851,3565,21344,4817
11892,11409,7619,3050,2875.5,18557,10295.25,7404.75,371,42718.75,15604,532,738,1017,5355,4965,2142,3896.25,32651,6236,22678,1140,1345.75,4971.5,2911,3534,20988,4611
11995,11470,7735,3069,2837,18414,10251.25,7413.75,369.5,43820.75,15702,544,730,1060,5539,5111.5,2251,4004.75,32161,6244,23016,1138,1384,5083.25,3053,3664,20720,4556
12137,11605,8350,3180,2818.5,19540.5,10552,7911,376.5,47077.75,16192,648,843,1252,5967,5717,2429,4169,34344,5820,24119,1227,1450.5,5466,3425,3927,21017,4519
13054,12879,8687,3657,2862,23497,11360,8407.25,370,53625.25,18653,745,954,1417,7003,6688.25,2860,4673,38124,6582,27569,1519,1738,6237.75,3822,4452,22537,4629
14043,14046,8710,4079,3075,27619,12679.75,9182,388.75,58500,20610,822,952,1528,7448,7196.5,3044,4742.5,42531,6894,32956,1639,1974,6560.5,4127,4979,24778,4829
14271,14149,8652,4237,3611,28902.5,13655.25,9834.25,412.25,61403,20954,824,893,1554,7572,7284.25,3070,4456.75,45395,7372,36827,1619,2056.25,6538,4233,5301,26538,5410
14257,13385,8614,4200,4008.5,28968.5,14085.5,10299.25,439.5,61753.25,20326,799,852,1522,7570,7163.75,3104,4184.75,46737,7676,37446,1585,2048.5,6439.25,4193,5507,27076,6170
13839,13186,8567,4197,4092,28337,14103.25,10359.75,462.25,61466.25,19581,766,807,1480,7415,7084.5,3001,4005.75,47383,7178,36869,1535,2006.75,6387.75,4181,5725,27425,6424
13719,12672,8496,4125,4029.5,27521,14210,10533.75,487,62423.75,19474,727,810,1405,7397,7025,3071,4058.5,48613,7446,36176,1519,2056.5,6369.25,4152,5801,27511,6376
13554,12731,8403,4085,3970.5,27559.5,14132.75,10246,496,61953.25,19650,754,797,1369,7379,6840.25,3112,4213,49811,7391,34061,1507,2055.25,6439.25,4150,5798,27516,6370
13501,12661,8305,4105,3937.5,26717.5,14221.25,10250.75,472.5,60509.75,19624,764,814,1317,7316,6751.75,3069,4276.25,48946,7185,34543,1403,1982.25,6315,4104,5620,27798,6154
13590,12453,8240,3988,3927.5,26394,14140.75,10188,459.75,59498.25,19436,733,758,1270,7068,6600.5,3015,4321,47592,6700,36056,1284,1910.25,6214,4088,5363,27367,6078
13627,12894,8247,3872,3891,26605.5,14036.5,10093.75,459.5,58448.75,19777,732,792,1229,7016,6533.25,2980,4408.25,46194,6989,35942,1265,1853,6234,4081,5202,26958,6160
13728,12733,8227,3902,3922,28265,14116.25,10123,461.5,57579.75,19723,718,818,1217,6992,6454.75,2985,4517,44789,6406,36331,1301,1837.5,6312.75,4146,5132,26913,6094
13496,13200,8269,3786,3959,29849.5,14536.25,10113.25,471.25,59188.5,19800,731,876,1256,6990,6576.25,2981,4658,44122,6574,34901,1329,1864,6423.5,4352,5246,26894,6015
13323,13571,8240,3279,4124,29810.5,14192.75,10147.75,485.5,59499.75,19930,745,906,1302,6950,6857.25,3022,4925.75,45353,7309,34996,1451,1918.25,6567.75,4452,5395,26859,5954
13484,14087,8187,3292,4140,30364.5,13927,9753.75,484,58869.75,20340,750,895,1337,7047,6947.25,3114,5200.75,46503,6929,35632,1596,2016.25,6847.25,4472,5671,27366,6038
13585,13918,7956,3210,4006.5,29940.5,13697.5,9202.75,466,57070.25,20915,752,882,1352,7047,6946.5,3179,5441.5,44385,7239,35584,1619,2181.5,6920,4363,5606,27989,6332
13470,13612,8224,3112,3923.5,28868,13431.75,9180.75,458.5,56023.5,20310,726,879,1283,6831,6518.5,3028,5231.5,43183,6192,33738,1559,2118.25,6355.75,4132,5051,28787,6525
13263,12796,8144,3230,3893.5,25940,12806,8968,445.75,52541.5,18673,664,801,1151,6413,6225.25,2820,4922.75,43501,6087,30345,1443,1988.75,5808,3848,4610,27300,6466
12919,12496,7751,3229,3668,22775,12040.25,8693.75,415.75,48498.75,17128,579,744,1068,5995,5685.5,2660,4720,43227,5959,27549,1340,1794.5,5487,3486,4287,24864,5956
12512,11748,7504,3209,3301,21008,11324.25,8115.75,389.75,45906.5,16058,549,717,1027,5810,5409,2579,4414.25,43227,5831,25379,1297,1581.5,5242.5,3257,3989,23398,5373
12332,11560,7419,3224,3098.5,20423,10762.25,7869,371.25,44223.5,15430,527,717,1009,5867,5126.75,2464,4203.25,38620,5830,23932,1248,1450.25,5135.5,3164,3814,22276,4971
12092,11317,7374,3127,2966,19928,10432,7605.5,365,43019.25,15165,521,713,996,5677,5017.25,2424,3983.25,41041,6222,23234,1188,1378.75,5013.75,3099,3760,21318,4712
11832,11064,7249,3065,2898.5,19340.5,10256.75,7481.5,368.75,43033,15201,521,705,1003,5620,4963,2429,3936.75,40101,6244,23041,1159,1363.25,5119.25,3125,3772,20888,4543
11763,10951,7399,3011,2843,19194,10246.5,7611.75,383,44593.5,15387,556,703,1054,5771,5069.5,2495,4058.25,38278,6250,23195,1217,1395.5,5254.75,3261,3844,20711,4463
11866,10890,8013,3144,2797.5,19807.5,10584.75,8024,417.5,47646,15854,653,822,1249,6163,5699,2596,4240.75,37214,5800,24565,1279,1471.75,5539.5,3642,4099,20897,4409
12605,12961,8422,3635,2883.5,23394,11518,8715,482.25,54431.75,18354,736,910,1398,7064,6654.25,2951,4738,38702,6502,28165,1564,1739.75,6174.75,3976,4609,22500,4485
13478,14769,8540,4053,3107,26295.5,12857,9389.75,551.75,58897.5,20210,810,911,1502,7465,7196,3131,4779.75,41703,6917,33074,1651,1974,6499.75,4197,5008,24884,4716
13912,15108,8533,4164,3619,27563,13716,9829.75,600.25,61887.5,20576,819,849,1538,7555,7428.75,3197,4505.5,46013,7418,37385,1602,2031.75,6492.25,4233,5239,26322,5262
13987,14208,8459,4126,3993.5,27031,13999,10004.75,628.25,62624.75,20125,788,803,1498,7582,7450.25,3179,4356.5,49529,7738,38552,1526,2030.5,6232.75,4124,5270,26727,5901
13734,12970,8432,4108,4076,26192,13948.25,10107.75,640,63214,19372,765,808,1467,7460,7523.75,3055,4265,51075,7051,38243,1514,2012.25,6083.25,4077,5281,26884,6062
13273,12451,8488,4129,4052,26007.5,13850.5,10327.5,650,64015.5,19433,738,830,1412,7448,7606.5,3118,4294.5,51646,7648,38407,1543,2075,6025.75,3975,5297,26809,5976
13076,12971,8325,4118,4024.5,25770,13637.5,10109,644.25,63254,19010,754,827,1348,7493,7407.5,3142,4284,51593,7104,36394,1584,2070.75,6128.5,3934,5272,26888,6046
13104,13167,8243,4076,3996.5,25203,13557,9923.25,626.75,62349.5,18787,745,818,1268,7551,7328.75,3102,4351.25,52493,7763,35813,1597,2018.75,6087.25,3936,5119,27090,5930
13171,12892,8202,3936,3952,24919.5,13468.75,9693.25,601.75,61167.5,18711,735,780,1230,7377,7242,3023,4378.25,51363,6831,36752,1567,1968.75,5954,3891,4867,26634,5863
13283,12925,8173,3835,3928.5,25272,13433.25,9488.5,584.75,59844.75,19237,732,773,1215,7328,7257.25,2992,4448.25,49709,6880,36949,1595,1941.5,5919,3892,4833,26241,5979
13543,12826,8197,3795,3928.5,26755.5,13514.75,9393.5,569.75,58501.75,19316,727,826,1223,7266,7192.5,3000,4568,48515,7029,36954,1559,1931.5,5954.5,3984,4894,25792,5950
13396,13736,8197,3990,4008.5,28568.5,13880,9567,572.5,58397.25,19688,739,885,1254,7265,7246.25,2974,4717,47285,6829,35559,1562,1967.5,6101.5,4229,5022,25986,5883
13207,13985,8229,4061,4142.5,29617.5,13592.25,9577.75,589,58396.25,19876,774,912,1306,7192,7292.25,3008,4986.75,46902,6957,35159,1636,2020.25,6360.5,4471,5191,26286,5803
13245,14108,8225,3901,4131.5,29894,13306,9395.75,585.75,57875,20280,757,896,1334,7241,7248.25,3083,5237.25,48247,6609,35314,1682,2127.5,6773.5,4528,5584,26904,5973
13175,14192,7971,3736,4047,29524.5,13303,9213.5,557.75,56117.25,20912,807,880,1338,7189,7040.25,3160,5445.25,49268,6339,35274,1694,2236.5,6986,4486,5643,28017,6311
12956,13743,8081,3672,3938.5,29182.5,13337.25,9097.75,539.25,54704.5,20330,726,862,1273,6983,6599.5,3014,5229,47860,7091,33292,1585,2147,6442.75,4231,5119,29030,6513
12740,13062,7917,3469,3886,25962,12786.75,8990.25,510.5,51114.5,18633,650,784,1140,6590,6288.25,2813,4936.5,47046,6538,30285,1481,1996,5847.25,4034,4658,27279,6453
12374,12481,7583,3258,3685,23044,12031.25,8517.5,474.5,47237.75,17136,582,728,1053,6151,5783,2650,4734.25,47605,6371,27480,1344,1793.25,5490,3525,4192,24572,6026
12245,12265,7267,3114,3314.5,21212.5,11295.25,8094.5,443.25,44931.75,16092,551,710,1008,5888,5487.5,2530,4424.75,46793,6429,24791,1262,1594.5,5265.5,3264,3873,23026,5419
12038,11645,7161,3072,3103,20655,10765.25,7739.75,416.25,43153.75,15532,535,701,991,5859,5215.25,2410,4193.75,43648,7009,23361,1209,1466.25,5151.5,3131,3820,21950,5011
11880,11643,7106,3018,2968,20207.5,10500.75,7466,409.5,42066.75,15240,528,700,987,5691,5080.75,2381,4016.25,41587,5363,22846,1183,1420,5113.75,3100,3786,21030,4743
11894,11634,7071,2970,2888,19681,10333.25,7168.25,408,42181.5,15316,534,693,996,5623,5010,2386,3973.25,41290,5603,22556,1185,1409.25,5119.5,3104,3764,20606,4575
11928,11687,7307,2970,2828.5,19566,10340.75,7274.5,418,43274,15356,538,690,1041,5662,5131.25,2452,4041.75,39277,6340,22764,1218,1441.5,5222,3260,3877,20323,4485
11967,11798,7950,3086,2822.5,20366,10648,7618.25,446.25,46244.5,15836,637,810,1226,5998,5739.75,2575,4184.5,38410,6090,23927,1310,1513.75,5600.25,3670,4181,20605,4463
12743,13010,8346,3531,2886,23728.5,11497.25,8267,507.25,52908.5,18190,737,898,1389,6949,6800,2910,4679,40280,7326,27344,1578,1779,6174.75,4022,4657,22201,4525
13919,14864,8395,3996,3124.5,26522,12717.25,9027.75,572.75,57741,20034,807,905,1485,7432,7399.75,3029,4782.75,43431,6988,32746,1717,2058.5,6443.75,4233,4993,24712,4720
14334,15195,8526,4191,3656,27866,13527.25,9364.5,614,60553.75,20459,816,878,1528,7612,7682.25,3074,4548.5,48455,6519,36941,1755,2158,6348,4260,5213,26139,5291
13999,14577,8433,4255,4027,27446,13766.75,9667.25,634,61764,20164,797,837,1493,7741,7698,3091,4331.75,50653,8105,37784,1755,2203,6141,4146,5410,26618,6005
13885,13361,8439,4323,4113.5,27058,13645.5,9827.25,647.5,62680,19236,795,810,1465,7650,7766.75,3016,4140.25,51243,7277,36687,1829,2241,6010.75,4086,5542,26612,6116
13773,12608,8414,4280,4093.5,26747,13528,9913.5,656.75,63190.5,19609,756,829,1429,7564,7933.5,3045,4149.25,51680,7758,36805,1824,2299.75,5984.25,4013,5683,26551,6007
13764,12812,8228,4218,4076,26771,13393.75,9619.25,647.75,62503.5,19893,757,804,1390,7607,7867.25,3040,4245.5,51444,7590,34806,1812,2288,6066,3954,5672,26613,6060
13769,13197,8155,4055,4075.5,26079,13417.25,9368.75,631.5,61522.25,19748,746,784,1333,7617,7885.5,3019,4321.75,52534,7442,35284,1800,2246.5,5999.75,3887,5460,26590,5897
13496,13319,8208,3987,4089.5,25746,13279.25,9254.25,614.25,60194.75,19811,744,786,1277,7397,7783.5,2985,4442.5,51795,7213,36269,1747,2167.5,5968,3868,5229,26164,5769
13439,13007,8168,3926,4035.5,25997.5,13286.75,9195.75,603.75,59417.25,19915,744,789,1240,7371,7691,2944,4630.5,50313,6951,36603,1698,2114.75,6017.25,3894,5106,25636,5864
13770,13169,8144,3920,4059.5,27113,13358.75,9124,594.5,58630.5,20236,779,822,1234,7201,7597.25,2942,4862,48683,6639,36616,1688,2093.5,6073,3981,5020,25292,5831
13757,13091,8061,4084,4098,28807,13693.5,9264.75,592.75,59083.25,20236,763,872,1256,7066,7548.75,2925,5035.5,47136,6792,35462,1661,2098,6229.5,4253,5168,25464,5835
13480,13301,8173,4012,4161,29461.5,13507.25,9523,591.25,59344.25,20233,761,891,1296,7014,7501.5,2923,5206.5,46994,6862,34540,1689,2100.75,6416.25,4466,5399,25880,5829
13454,13532,8086,3854,4165,29925,13374.75,9496.5,582.75,58651,20538,751,876,1335,7103,7348.25,3024,5358.75,48777,6725,34828,1713,2162.5,6727.75,4571,5747,26605,5891
13489,13685,7819,3703,4048.5,29181,13342.25,9175,564.75,56825.75,21078,746,853,1348,7081,7071,3126,5435.75,49604,6673,34848,1676,2252.75,6913.25,4524,5761,27813,6233
13466,13499,7999,3600,3938.5,28238.5,13317.75,9025.5,543,54979.25,20398,723,833,1279,6867,6643.75,3007,5188.25,47588,6774,33506,1548,2164.75,6418.5,4282,5224,28647,6458
13311,13265,7914,3450,3881.5,25719,12713.75,8900,511.75,51470.75,18794,646,761,1161,6506,6361.75,2783,4904.25,46887,6901,30222,1464,2031.5,5845.75,3958,4723,27214,6457
12844,12285,7554,3249,3699,22720.5,12026,8601,474,47632.5,17248,575,710,1083,6094,5841.5,2648,4712.5,47396,6349,27603,1332,1834.5,5488.25,3466,4172,24633,5999
12422,11764,7326,3095,3326,20840,11303,8162,444.5,44219.5,16100,533,682,1023,5738,5552.75,2533,4396.75,47011,6820,25237,1257,1613.5,5265,3219,3978,23050,5409
12177,11414,7255,3078,3134.5,20266,10770.5,7799,421.25,42571.25,15490,513,672,992,5732,5237.75,2413,4195.5,44095,7433,23682,1190,1482.25,5152,3040,3856,22006,4992
12103,11354,7176,2955,3032,19665,10492.25,7574,412.75,41642,15173,502,667,986,5586,5120,2360,4001.25,38891,6658,22756,1166,1425.75,5071.5,2982,3805,21088,4704
12004,11261,7119,2905,2914,19182.5,10351.25,7558.75,416,41422.25,15127,521,660,1001,5565,5022.75,2373,3968.25,36840,6095,22544,1170,1415,5082.5,3034,3828,20596,4543
12068,11312,7162,2887,2842,19049.5,10430.25,7514.75,423.25,42587.25,15239,527,666,1045,5678,5163.5,2449,4018.75,36146,7007,22803,1203,1446,5173,3179,3934,20495,4449
12156,11622,7782,3076,2826,19579.5,10715.25,7935,451.5,45730.5,15710,630,793,1223,6003,5790.25,2567,4213.5,37923,7144,24132,1310,1508.75,5547.75,3549,4135,20721,4421
13153,13054,8195,3539,2885,22716,11581.75,8586.5,509.25,52373.25,17991,729,888,1381,7018,6829.5,2933,4788.25,41651,6733,27646,1567,1798.25,6253,3900,4639,22433,4463
14110,14329,8347,3946,3110,26361,12833,9310,574.75,57459.25,20169,805,898,1488,7425,7443.25,3123,5099.25,46070,7070,32604,1691,2094.75,6665,4051,4858,24737,4696
14370,14351,8418,4044,3634,27773.5,13579.75,9825.5,619,60083.5,20721,823,857,1513,7572,7760.75,3202,5112.25,48350,7031,36259,1688,2213.25,6795.25,3935,4900,26014,5252
14289,14097,8390,4001,4045.5,27603,13647.25,10189,638.75,61266.25,20362,795,821,1472,7676,7873,3252,5140.25,48973,7474,37313,1689,2260.25,6712,3765,4898,25972,5869
14120,14377,8357,3984,4129.5,26619.5,13408.25,10369,647.75,62463.5,19137,776,816,1432,7568,7908.75,3199,5158,49032,7814,36561,1708,2231.25,6677.5,3609,4866,26083,5985
13854,13681,8383,3993,4077.5,26754,13243.5,10441.75,660.75,62443.75,19273,750,817,1339,7582,7938,3226,5257.75,49517,7732,36186,1724,2262.25,6624,3465,4850,25867,5962
13662,13646,8182,3958,4035.5,26837,13110.75,10039.25,653.25,61112,19162,770,821,1323,7630,7681.25,3235,5264,50288,7753,35040,1707,2237.5,6601.75,3405,4802,26044,6002
13370,13145,8036,3927,4027,26581.5,13183.25,9859,629.25,59532,19415,763,807,1321,7530,7401,3189,5168,49054,7390,34708,1644,2186,6486.75,3319,4589,26062,5874
13498,12812,8064,3697,3971,25944.5,12978,9726,615,58547.25,19432,755,782,1294,7379,7227,3116,5222.25,47511,6856,35313,1588,2075.25,6386.75,3334,4395,25663,5790
13173,12782,8069,3587,3863.5,25981.5,12835.75,9466,597.75,58678.75,19619,749,773,1251,7338,7110.25,3066,5299.5,46419,7133,35052,1545,2004.25,6410.5,3451,4358,25251,5908
13249,12819,8008,3662,3842,26751.5,12918,9502.75,588,57451.25,19514,743,810,1233,7253,7065,3105,5353,44920,6352,34435,1529,1960.75,6420.25,3603,4427,25198,5871
13157,13062,7990,3763,3869.5,28320.5,13262.5,9627,587.25,57456,19615,747,864,1254,7159,7154.5,3073,5287.75,44722,6810,33442,1562,1979.5,6483.5,3926,4692,25208,5767
13142,13077,8020,3743,3967.5,28481,13203.75,9643.5,588.75,56957.75,19829,745,890,1286,7014,7105.75,3091,5277.75,45882,6768,33331,1558,2017.75,6574.25,4196,4937,25158,5688
13139,12806,7892,3544,3984.5,28384.5,13116.25,9118.25,575.25,56001.75,20223,734,861,1300,6956,7001.75,3115,5356,46488,6399,33821,1593,2097.5,6812.5,4343,5318,25587,5771
13082,12493,7636,3426,3907,27485,13050.5,8859.5,549.5,53797,20552,712,818,1297,6805,6828.5,3123,5400,44952,6340,34039,1602,2196.5,6896.25,4326,5426,26387,6057
12861,12179,7745,3424,3817.5,26662.5,12861.25,8785.25,534,52261.75,20025,703,812,1259,6483,6401.5,2973,5164,44040,6446,32610,1502,2147.75,6391,4137,4987,27176,6267
12932,11796,7584,3237,3749,24630,12366.5,8731.25,511.75,48961.25,18547,644,750,1146,6043,6165.75,2776,4889.25,44991,6888,29649,1390,2026,5848.5,3876,4599,26336,6250
